Postnr.;Bynavn;Gade;Firma;Provins;Land
9480;Lõkken;;;True;1
9490;Pandrup;;;True;1
9492;Blokhus;;;True;1
9493;Saltum;;;True;1
9500;Hobro;;;True;1
9510;Arden;;;True;1
9520;Skõrping;;;True;1
9530;Stõvring;;;True;1
9541;Suldrup;;;True;1
9550;Mariager;;;True;1
9560;Hadsund;;;True;1
9574;Bëlum;;;True;1
9575;Terndrup;;;True;1
9600;Aars;;;True;1
9610;Nõrager;;;True;1
9620;Aalestrup;;;True;1
9631;Gedsted;;;True;1
9632;Mõldrup;;;True;1
9640;Farsõ;;;True;1
9670;Lõgstõr;;;True;1
9681;Ranum;;;True;1
9690;Fjerritslev;;;True;1
9700;Brõnderslev;;;True;1
9740;Jerslev J;;;True;1
9750;ùstervrÜ;;;True;1
9760;VrÜ;;;True;1
9800;Hjõrring;;;True;1
9830;TÜrs;;;True;1
9850;Hirtshals;;;True;1
9870;Sindal;;;True;1
9881;Bindslev;;;True;1
9900;Frederikshavn;;;True;1
9940;Lësõ;;;True;1
9970;Strandby;;;True;1
9981;Jerup;;;True;1
9982;èlbëk;;;True;1
9990;Skagen;;;True;1
9992;Jylland USF P;Ufrankerede svarforsendelser;;True;1
9993;Jylland USF B;Ufrankerede svarforsendelser;;True;1
9996;Fakturaservice;;(Post til scanning);True;1
9997;Fakturascanning;;(Post til scanning);True;1
9998;Borgerservice;;(Post til scanning);True;1
2412;Santa Claus/Julemanden;;;False;2
3900;Nuuk;;;False;2
3905;Nuussuaq;;;False;2
3910;Kangerlussuaq;;;False;2
3911;Sisimiut;;;False;2
3912;Maniitsoq;;;False;2
3913;Tasiilaq;;;False;2
3915;Kulusuk;;;False;2
3919;Alluitsup Paa;;;False;2
3920;Qaqortoq;;;False;2
3921;Narsaq;;;False;2
3922;Nanortalik;;;False;2
3923;Narsarsuaq;;;False;2
3924;Ikerasassuaq;;;False;2
3930;Kangilinnguit;;;False;2
3932;Arsuk;;;False;2
3940;Paamiut;;;False;2
3950;Aasiaat;;;False;2
3951;Qasigiannguit;;;False;2
3952;Ilulissat;;;False;2
3953;Qeqertarsuaq;;;False;2
3955;Kangaatsiaq;;;False;2
3961;Uummannaq;;;False;2
3962;Upernavik;;;False;2
3964;Qaarsut;;;False;2
3970;Pituffik;;;False;2
3971;Qaanaaq;;;False;2
3972;Station Nord;;;False;2
3980;Ittoqqortoormiit;;;False;2
3982;Mestersvig;;;False;2
3984;Danmarkshavn;;;False;2
3985;Constable Pynt;;;False;2
3992;Slëdepatrulje Sirius;;;False ;2
100;T¢rshavn;;;False;3
110;T¢rshavn ;Postboks;;False;3
160;Argir;;;False;3
165;Argir ;Postboks;;False;3
175;Kirkjubõur;;;False;3
176;Velbastadur;;;False;3
177;Sydradalur, Streymoy;;;False;3
178;Nordradalur;;;False;3
180;Kaldbak;;;False;3
185;Kaldbaksbotnur;;;False;3
186;Sund;;;False;3
187;Hvitanes;;;False;3
188;Hoyv°k;;;False;3
210;Sandur;;;False;3
215;Sandur;Postboks;;False;3
220;Sk†lav°k;;;False;3
230;H£sav°k;;;False;3
235;Dalur;;;False;3
236;Skarvanes;;;False;3
240;Skopun;;;False;3
260;Sk£voy;;;False;3
270;N¢lsoy;;;False;3
280;Hestur;;;False;3
285;Koltur;;;False;3
286;St¢ra Dimun;;;False;3
330;Stykkid;;;False;3
335;Leynar;;;False;3
336;Skëllingur;;;False;3
340;Kv°v°k;;;False;3
350;Vestmanna;;;False;3
355;Vestmanna;Postboks;;False;3
358;V†lur;;;False;3
360;Sandav†gur;;;False;3
370;Midv†gur;;;False;3
375;Midv†gur;Postboks;;False;3
380;Sõrv†gur;;;False;3
385;Vatnsoyrar;;;False;3
386;Bõur;;;False;3
387;G†sadalur;;;False;3
388;Mykines;;;False;3
400;Oyrarbakki;;;False;3
405;Oyrarbakki;Postboks;;False;3
410;Kollafjõrdur;;;False;3
415;Oyrareingir;;;False;3
416;Signabõur;;;False;3
420;H¢sv°k;;;False;3
430;Hvalv°k;;;False;3
435;Streymnes;;;False;3
436;Saksun;;;False;3
437;Nesv°k;;;False;3
438;Langasandur;;;False;3
440;Haldarsv°k;;;False;3
445;Tjõrnuv°k;;;False;3
450;Oyri;;;False;3
460;Nordsk†li;;;False;3
465;Svin†ir;;;False;3
466;Lj¢s†;;;False;3
470;Eidi;;;False;3
475;Funningur;;;False;3
476;Gj¢gv;;;False;3
477;Funningsfjõrdur;;;False;3
478;Elduv°k;;;False;3
480;Sk†li;;;False;3
485;Sk†lafjõrdur;;;False;3
490;Strendur;;;False;3
494;Innan Glyvur;;;False;3
495;Kolbanargj¢gv;;;False;3
496;Morskranes;;;False;3
497;Selatrad;;;False;3
510;Gõta;;;False;3
511;Gõtugj¢gv;;;False;3
512;Nordragõta;;;False;3
513;Sydrugõta;;;False;3
515;Gõta;Postboks;;False;3
520;Leirv°k;;;False;3
530;Fuglafjõrdur;;;False;3
535;Fuglafjõrdur;Postboks;;False;3
600;Saltangar†;;;False;3
610;Saltangar†;Postboks;;False;3
620;Runav°k;;;False;3
625;Glyvrar;;;False;3
626;Lambareidi;;;False;3
627;Lambi;;;False;3
640;Rituv°k;;;False;3
645;íduv°k;;;False;3
650;Toftir;;;False;3
655;Nes, Eysturoy;;;False;3
656;Saltnes;;;False;3
660;Sõldarfjõrdur;;;False;3
665;Skipanes;;;False;3
666;Gõtueidi;;;False;3
690;Oyndarfjõrdur;;;False;3
695;Hellur;;;False;3
700;Klaksv°k;;;False;3
710;Klaksv°k;Postboks;;False;3
725;Nordoyri;;;False;3
726;µnir;;;False;3
727;µrnafjõrdur;;;False;3
730;Norddepil;;;False;3
735;Depil;;;False;3
736;Nordtoftir;;;False;3
737;M£li;;;False;3
740;Hvannasund;;;False;3
750;Vidareidi;;;False;3
765;Svinoy;;;False;3
766;Kirkja;;;False;3
767;Hattarv°k;;;False;3
780;Kunoy;;;False;3
785;Haraldssund;;;False;3
795;Sydradalur, Kalsoy;;;False;3
796;H£sar;;;False;3
797;Mikladalur;;;False;3
798;Trõllanes;;;False;3
800;Tvõroyri;;;False;3
810;Tvõroyri;Postboks;;False;3
825;Frodba;;;False;3
826;Trongisv†gur;;;False;3
827;ùrav°k;;;False;3
850;Hvalba;;;False;3
860;Sandv°k;;;False;3
870;F†mjin;;;False;3
900;V†gur;;;False;3
910;V†gur;Postboks;;False;3
925;Nes, V†gur;;;False;3
926;Lopra;;;False;3
927;Akrar;;;False;3
928;Vikarbyrgi;;;False;3
950;Porkeri;;;False;3
960;Hov;;;False;3
970;Sumba;;;False;3
